feature	partner	model_id
MAP3K1	KLHL20	SIDM01007
MCM3AP	LSS	SIDM01007
MND1	TMEM131L	SIDM01007
YY1	EVL	SIDM01007
CCSER1	ZNF827	SIDM01008
FAT4	SEC24D	SIDM01008
HPSE2	G3BP2	SIDM01008
ALK	TERT	SIDM01009
ASPH	RPRD2	SIDM01009
CYP3A7	PTPRN2	SIDM01009
FOXN3	EML5	SIDM01009
ME2	TXNL4A	SIDM01009
ALK	NPM1	SIDM01010
BCAN	FLG-AS1	SIDM01010
KPNA7	ARPC1B	SIDM01010
MSRB2	LIX1L	SIDM01010
NEBL	PIP4K2A	SIDM01010
ACTR2	RAF1	SIDM01011
CDC42BPG	MAP4K2	SIDM01011
EMP2	TXNDC11	SIDM01011
MIR646HG	NCOA3	SIDM01011
SNN	CLEC16A	SIDM01011
DNAH11	UMAD1	SIDM01012
PHF14	DNAH11	SIDM01012
HACD3	CAMSAP2	SIDM01013
ABL1	BCR	SIDM01015
BCR	ABL1	SIDM01015
FAF1	MAML3	SIDM01015
FXYD5	MBOAT7	SIDM01016
KCTD1	PCAT18	SIDM01016
KIAA0586	ACTR10	SIDM01016
TIAM1	SCAF4	SIDM01016
BCL6	POU2AF1	SIDM01017
CCDC162P	CDC40	SIDM01017
ABCC5	PARL	SIDM01018
ADAM12	HERC1	SIDM01018
AGBL2	MTCH2	SIDM01018
ASCC3	TCP11L1	SIDM01018
C15orf65	CIITA	SIDM01018
CECR2	BCL2L13	SIDM01018
CFDP1	GSE1	SIDM01018
CYB5B	NFAT5	SIDM01018
DKK4	IKBKB	SIDM01018
ECM2	IARS	SIDM01018
FAM193B	LMAN2	SIDM01018
FBXL13	DDB1	SIDM01018
FLOT2	FAM222B	SIDM01018
GPT2	ZNRF1	SIDM01018
GRM1	UTRN	SIDM01018
IARS	SPTLC1	SIDM01018
IL21-AS1	BBS12	SIDM01018
MBOAT2	THADA	SIDM01018
MGMT	PRRC2B	SIDM01018
MTHFD1L	PLEKHG1	SIDM01018
NECTIN3-AS1	SLC41A3	SIDM01018
PDCD1LG2	RIC1	SIDM01018
RBMS1	LY75	SIDM01018
RUNDC3B	DBF4	SIDM01018
SBNO2	AFF1	SIDM01018
SPECC1L-ADORA2A	SNRPD3	SIDM01018
STX18-AS1	FAM208B	SIDM01018
TPD52L2	PRPF6	SIDM01018
TSGA10IP	PACS1	SIDM01018
VAT1L	WWOX	SIDM01018
ATP8A2P3	USPL1	SIDM01019
DLEU1	RB1	SIDM01019
HPS1	HPSE2	SIDM01019
KDM5A	NUP98	SIDM01019
MACROD2	RBM19	SIDM01019
NUP98	KDM5A	SIDM01019
RNF6	USPL1	SIDM01019
SNX5	RCC1	SIDM01019
CLIP1	DENND1A	SIDM01020
DUS2	TANGO6	SIDM01020
GPHN	CDC27	SIDM01020
IFITM9P	IGHG1	SIDM01020
INPP5A	JAKMIP3	SIDM01020
MZF1	CCAR1	SIDM01020
WDR70	NIPBL	SIDM01020
ATP8A2	RUNX1	SIDM01023
C14orf119	ACIN1	SIDM01023
MLLT3	KMT2A	SIDM01023
C9orf3	MIR205HG	SIDM01024
CBX3	HNRNPA2B1	SIDM01024
FAM96A	CSNK1G1	SIDM01024
GCM1	ZCCHC11	SIDM01024
PAIP1	LSM12	SIDM01024
RIC1	KDM4C	SIDM01024
SUCLG2	TRMT10C	SIDM01024
SVIL	ARHGAP21	SIDM01024
TSC22D1	ARHGEF7	SIDM01024
WWP2	NFAT5	SIDM01024
ARFGEF2	CSE1L	SIDM01025
CEP170	AKT3	SIDM01025
GINS3	CUX1	SIDM01025
HCN1	TUBGCP3	SIDM01025
HHLA2	TAF4	SIDM01025
INTS1	TNS3	SIDM01025
KRT17P2	PGS1	SIDM01025
LINC01381	CDC42EP3	SIDM01025
MIB2	HIP1	SIDM01025
MYH15	SS18L1	SIDM01025
PSPH	CCT6A	SIDM01025
RPN2	SRC	SIDM01025
SEPT4	MTMR4	SIDM01025
SLC43A2	PITPNA	SIDM01025
STN1	SH3PXD2A	SIDM01025
VSTM2A	CABIN1	SIDM01025
AKR1C8P	AKR1C3	SIDM01026
ELP1	MRRF	SIDM01026
GRIN2D	GRWD1	SIDM01026
HACD3	DPP8	SIDM01026
LINC01016	ZC3H11A	SIDM01026
MRPL48	GLI3	SIDM01026
MRRF	ELP1	SIDM01026
GAS5	PAX9	SIDM01027
IQCH	SMAD3	SIDM01027
ITGB1	NRP1	SIDM01027
JAK2	CDC37L1	SIDM01027
KRT86	PXN	SIDM01027
ME1	MYO6	SIDM01027
MYLK3	VPS35	SIDM01027
NFATC2IP	ABCC1	SIDM01027
PALM	POLRMT	SIDM01027
PPP4R1	DLGAP1	SIDM01027
RETREG1	MYO10	SIDM01027
SCNM1	PIP5K1A	SIDM01027
SRR	VPS53	SIDM01027
XXYLT1	ACAP2	SIDM01027
ATM	UVRAG	SIDM01028
BIRC2	DYNC2H1	SIDM01028
CA8	RBL1	SIDM01028
CARD17	SHANK2	SIDM01028
CDK12	PRIM2	SIDM01028
CDK17	NTN4	SIDM01028
COMMD4	FBXO22	SIDM01028
CPT1A	GSTP1	SIDM01028
DNAL1	CUL5	SIDM01028
DNER	GIGYF2	SIDM01028
DPP3	ATM	SIDM01028
DYNC2H1	UVRAG	SIDM01028
EYS	UBE2M	SIDM01028
FGF3	SHANK2	SIDM01028
MSH5	C6orf48	SIDM01028
PELI3	UVRAG	SIDM01028
PRIM2	NLK	SIDM01028
PTPN9	GLCE	SIDM01028
RAB1A	ACTR2	SIDM01028
SHANK2	KMT5B	SIDM01028
STOM	CDK5RAP2	SIDM01028
SULF2	ZMYND8	SIDM01028
THBD	RNF170	SIDM01028
ULK4	OSBPL1A	SIDM01028
UVRAG	TRIM29	SIDM01028
WNT11	GDPD5	SIDM01028
AGO2	PTK2	SIDM01029
ARMC4	ARHGAP21	SIDM01029
ASAP1	FAM49B	SIDM01029
ASIP	PWP2	SIDM01029
CREBL2	APOLD1	SIDM01029
DNAH14	EDEM2	SIDM01029
FA2H	GLG1	SIDM01029
GALNT1	FHOD3	SIDM01029
HOOK3	HGSNAT	SIDM01029
INSL4	RCL1	SIDM01029
INTS14	SMPD4P1	SIDM01029
OVOL1	PACS1	SIDM01029
SIN3A	MAN2C1	SIDM01029
TRIP13	INPP4A	SIDM01029
UBE3C	DNAJB6	SIDM01029
EP300	DHX9	SIDM01030
KPNA7	SMURF1	SIDM01030
LRRC37B	SMURF2P1	SIDM01030
NXN	ABR	SIDM01030
PRKDC	MCM4	SIDM01030
ERP29	ABCB9	SIDM01031
SLC25A13	HM13	SIDM01031
SLC35A1	TSHZ2	SIDM01031
SND1	PDE8A	SIDM01031
ATP13A4	MB21D2	SIDM01032
CDC20B	MIER3	SIDM01032
CLDN1	MKL1	SIDM01032
DAPK1	PUS7L	SIDM01032
EP300	XPNPEP3	SIDM01032
ERP29	HCG17	SIDM01032
ERP29	HCG18	SIDM01032
PRDX1	TESK2	SIDM01032
TRIM54	WDR43	SIDM01032
ZNF706	PVT1	SIDM01032
ABCA13	LINC-PINT	SIDM01033
COLEC12	RASSF3	SIDM01033
LAMC1	LAMC2	SIDM01033
MS4A12	SMCO4	SIDM01033
RASSF3	THOC1	SIDM01033
KMT2A	MLLT1	SIDM01034
MLLT1	KMT2A	SIDM01034
CACNA1D	IL17RB	SIDM01036
DAPK2	HERC1	SIDM01036
DAZL	RFTN1	SIDM01036
MAP3K14	EFTUD2	SIDM01036
MCM3	SIK2	SIDM01036
MPI	SCAMP2	SIDM01036
NCF2	FCHSD2	SIDM01036
PRKD2	NCOA3	SIDM01036
RAPGEFL1	CDC6	SIDM01036
TBCK	PPP3CA	SIDM01036
TMCC3	CEP83	SIDM01036
UNC5D	MTMR9	SIDM01036
ANP32B	NANS	SIDM01037
AOX1	TET3	SIDM01037
BATF	FLVCR2	SIDM01037
CBFA2T3	PIEZO1	SIDM01037
CYTOR	TBC1D8	SIDM01037
DDHD2	USF3	SIDM01037
FGGY	GBP2	SIDM01037
GPC5	VPS53	SIDM01037
GTF2B	TESK2	SIDM01037
ITFG1	NETO2	SIDM01037
KNSTRN	IVD	SIDM01037
LINC00604	C9	SIDM01037
LINC01222	CAMSAP2	SIDM01037
MROH7-TTC4	TTC4	SIDM01037
MUTYH	GTF2B	SIDM01037
PRIM2	ZMYM2	SIDM01037
RPN2	SRC	SIDM01037
SLMAP	FLNB	SIDM01037
STAB1	SMIM4	SIDM01037
TERT	BTBD10	SIDM01037
TMEM44	ATP13A3	SIDM01037
INPP5D	STK25	SIDM01038
MVD	CBFA2T3	SIDM01038
TPH2	CS	SIDM01038
ADAMTS20	STK38L	SIDM01039
ANKFN1	ARID3A	SIDM01039
ANKRD11	SPG7	SIDM01039
ARHGAP26	HAVCR1	SIDM01039
ATP6AP1	FLNA	SIDM01039
CCDC141	SESTD1	SIDM01039
DDX10	EXPH5	SIDM01039
EXOC3L2	ZNF83	SIDM01039
GGTA1P	DAB2IP	SIDM01039
LEMD1	RBBP5	SIDM01039
LYZ	FRS2	SIDM01039
MACROD1	BAD	SIDM01039
MAP2K5	IQCH-AS1	SIDM01039
MKRN6P	TEAD3	SIDM01039
PAWR	PPP1R12A	SIDM01039
PLA2G12B	ECD	SIDM01039
PLAC8	PPM1K	SIDM01039
PYM1	SARNP	SIDM01039
RALGPS1	DAB2IP	SIDM01039
SCAPER	TBC1D2B	SIDM01039
TCAIM	PRKAR2A	SIDM01039
TFDP2	DZIP1L	SIDM01039
TNFAIP8	DMXL1	SIDM01039
UBC	NCOR2	SIDM01039
UBXN4	R3HDM1	SIDM01039
ZPLD1	SMARCC1	SIDM01039
BMT2	DOCK4	SIDM01040
CLSTN1	RERE	SIDM01040
CMTM8	FBXL2	SIDM01040
DOCK3	CDK5RAP1	SIDM01040
HADHA	DTNB	SIDM01040
MIR924HG	PLEC	SIDM01040
MUC20	GGA3	SIDM01040
NADSYN1	DYNC2H1	SIDM01040
OCM	TECPR1	SIDM01040
OCM2	TECPR1	SIDM01040
RILPL2	SLC13A3	SIDM01040
RIMS2	HMGCR	SIDM01040
SYNE1	VPS33A	SIDM01040
TLN2	TPM1	SIDM01040
UBE2D2	MATR3	SIDM01040
CLIC5	SUPT3H	SIDM01041
DLGAP4	TGIF2	SIDM01041
MSL2	STAG1	SIDM01041
NUDT19	ANKRD27	SIDM01041
PGM1	ROR1	SIDM01041
PXK	SLMAP	SIDM01041
UBC	NCOR2	SIDM01041
WDR82	POC1A	SIDM01041
ADGRD1	STX2	SIDM01042
CAP1	ZMPSTE24	SIDM01042
EDARADD	GPR137B	SIDM01042
KLHDC10	DIAPH3	SIDM01042
MIIP	VPS13D	SIDM01042
MIPOL1	TTC6	SIDM01042
NBEAL1	PARD3B	SIDM01042
PFKFB2	NAXE	SIDM01042
RACGAP1	NCKAP5L	SIDM01042
SOCS2	CRADD	SIDM01042
SREBF2	NDUFA6-DT	SIDM01042
SRRM3	ZP3	SIDM01042
TMEM219	TAOK2	SIDM01042
TMEM68	NSD3	SIDM01042
WDR75	PARD3B	SIDM01042
ZNF791	TNPO2	SIDM01042
ACTB	TNRC18	SIDM01044
FOXK2	MSI2	SIDM01044
FYB2	CUX1	SIDM01044
MGAT5B	TANC2	SIDM01044
NUFIP2	SLFN11	SIDM01044
PPM1E	NCBP3	SIDM01044
SGSH	PITPNC1	SIDM01044
SNAP91	ME1	SIDM01044
SYCP2	ERC1	SIDM01044
AFG1L	FOXO3	SIDM01045
BARX2	C2CD2	SIDM01045
BSPRY	RGS3	SIDM01045
CALR4P	EPS15	SIDM01045
CAT	PDHX	SIDM01045
CSDE1	DENND2C	SIDM01045
IRAK2	TATDN2	SIDM01045
LMTK3	FUZ	SIDM01045
PUS7	SRPK2	SIDM01045
SEZ6L2	SLC7A5P1	SIDM01045
SLC9B1	UBE2D3	SIDM01045
UBC	SCARB1	SIDM01045
ABL1	BCR	SIDM01047
BCR	ABL1	SIDM01047
ITGB3BP	RCC1	SIDM01047
SLC35A1	TSHZ2	SIDM01047
ATP5MC2	DNAJC14	SIDM01048
DTNA	RPRD1A	SIDM01048
ERICH6	U2SURP	SIDM01048
IMMP2L	DOCK4	SIDM01048
LARP4	RNF41	SIDM01048
MFSD5	PTGES3	SIDM01048
PTGES3	TIMELESS	SIDM01048
RNF41	EIF2B1	SIDM01048
SLC26A10	MED13L	SIDM01048
TFDP2	FMN1	SIDM01048
TIPIN	SMARCC2	SIDM01048
TIPIN	UNC13C	SIDM01048
SERPINB9	RIPK1	SIDM01049
EPG5	MIR924HG	SIDM01050
RSPO3	PTPRK	SIDM01050
CASC8	CCAT1	SIDM01052
CDK13	RALA	SIDM01052
DHX57	SRSF7	SIDM01052
GNL3L	FAM155A	SIDM01052
IDI2-AS1	LARP4B	SIDM01052
NEK10	SLC4A7	SIDM01052
PARP6	ZNF787	SIDM01052
SH3D19	DLG1	SIDM01052
SUGCT	CDK13	SIDM01052
TMEM135	PRSS23	SIDM01052
AFF3	MAP4K4	SIDM01055
ATP10D	SLC30A9	SIDM01056
CFAP58-DT	WBP1L	SIDM01056
CHD9	CRLF3	SIDM01056
FAM219A	ZCCHC7	SIDM01056
HCG20	THRAP3	SIDM01056
PIPOX	PIGL	SIDM01056
TG	BCAS3	SIDM01056
TNRC6C	MAP2K6	SIDM01056
UBC	SCARB1	SIDM01056
USP33	ZFYVE9	SIDM01056
ZFYVE9	KIRREL1	SIDM01056
ZNF771	FBRS	SIDM01056
ARFGAP2	OIP5-AS1	SIDM01059
ASRGL1	ZNF140	SIDM01059
PSMD1	ARMC9	SIDM01059
SAMD8	LRMDA	SIDM01059
SYT3	ZNF573	SIDM01059
TMOD2	MYO9B	SIDM01059
ZNF383	ZNF460	SIDM01059
AKR7A2	ECE1	SIDM01060
DLGAP4	SNAP25	SIDM01060
LINC01054	KDM5A	SIDM01060
PUS10	VRK2	SIDM01060
SLC16A5	WIPI1	SIDM01060
AHRR	EXOC3	SIDM01061
CTDSPL	ITGA9	SIDM01061
FRAS1	ARHGEF2	SIDM01061
GALNTL6	LPP	SIDM01061
PI4KA	BCR	SIDM01061
RELB	PEPD	SIDM01061
SLC2A5	SPSB1	SIDM01061
SLC38A2	GNS	SIDM01061
SMIM14	RELB	SIDM01061
TMEM203	SAPCD2	SIDM01061
ARL16	FASN	SIDM01062
BCO1	GAN	SIDM01062
CPNE9	BRPF1	SIDM01062
DMD	ZNF407	SIDM01062
DNAJC15	AXIN1	SIDM01062
IFIT3	RNLS	SIDM01062
KCNAB1	DHX36	SIDM01062
LIPJ	IFIT3	SIDM01062
RUFY4	NBEAL1	SIDM01062
SCPEP1	MSI2	SIDM01062
SPTBN2	IGHMBP2	SIDM01062
SRP68	EVPL	SIDM01062
STS	GTPBP6	SIDM01062
WDR62	TBCB	SIDM01062
GRHL2	CLTC	SIDM01063
NUP155	WDR70	SIDM01063
P4HB	SPAG9	SIDM01063
QSER1	TCP11L1	SIDM01063
RPRD1B	ZFP64	SIDM01063
TSGA13	COPG2	SIDM01063
UNC13B	TMEM38B	SIDM01063
ZNF518A	ENTPD1-AS1	SIDM01063
CDC42EP2	SOCS1	SIDM01064
FAM174B	AKAP13	SIDM01064
KIAA0556	IL4R	SIDM01064
LINC00298	LINC00299	SIDM01064
NR2F1-AS1	TTC37	SIDM01064
NSF	RETREG3	SIDM01064
PLCD3	RETREG3	SIDM01064
RETREG3	NSF	SIDM01064
RETREG3	NSFP1	SIDM01064
RUNX2	UBE2K	SIDM01064
SLC35A1	TSHZ2	SIDM01064
TDRD12	TBC1D23	SIDM01064
TG	PUS10	SIDM01064
TTC9C	HNRNPUL2-BSCL2	SIDM01064
STK11	SSH2	SIDM01066
WWC3	TBL1X	SIDM01066
ANO8	ICAM5	SIDM01067
COL14A1	FGFR2	SIDM01067
COPS5	SGK3	SIDM01067
CSPP1	SGK3	SIDM01067
NCOA2	JPH1	SIDM01067
PCAT1	TPD52	SIDM01067
RFX1	ZSWIM4	SIDM01067
SGK3	ARFGEF1	SIDM01067
TMEM41B	TMEM9B	SIDM01067
AIG1	PEX3	SIDM01068
RCC1	GMEB1	SIDM01068
ROS1	SLC34A2	SIDM01068
SEC14L5	PPL	SIDM01068
TMEM255A	CUL4B	SIDM01068
UBE3A	NIPA1	SIDM01068
AFF3	POLR1A	SIDM01069
BAG1	NFX1	SIDM01069
MIR6080	SMURF2	SIDM01069
POF1B	BRWD3	SIDM01069
PRSS3	UBE2R2	SIDM01069
RNF111	ASAP1	SIDM01069
CCS	RBM14	SIDM01070
CCS	RBM14-RBM4	SIDM01070
FBXL21	TGFBI	SIDM01070
IMPG2	HIF1A-AS2	SIDM01070
PLEKHO1	POU2F1	SIDM01070
SEZ6	FLOT2	SIDM01070
C12orf76	MTA2	SIDM01071
C12orf76	TP73	SIDM01071
C1QTNF12	NOC4L	SIDM01071
C1QTNF12	RLF	SIDM01071
CATSPER1	KMT5B	SIDM01071
CGNL1	TCF12	SIDM01071
CHCHD3	PCSK2	SIDM01071
COL9A2	EP400P1	SIDM01071
COL9A2	FBRSL1	SIDM01071
EP400	PGAM5	SIDM01071
EP400	PPT1	SIDM01071
EP400	TRIT1	SIDM01071
GALNT9	EP400	SIDM01071
GALNT9	FBRSL1	SIDM01071
NOC4L	AGRN	SIDM01071
PPT1	TRIT1	SIDM01071
SLC25A29	PCSK2	SIDM01071
SZT2	TUT1	SIDM01071
TBCB	UBE4B	SIDM01071
TP73	MTA2	SIDM01071
TTC34	RLF	SIDM01071
UBE2J2	RLF	SIDM01071
ADGRF3	ASXL2	SIDM01072
CCPG1	RAB27A	SIDM01072
CHMP2B	MAGI1	SIDM01072
DMC1	TMEM184B	SIDM01072
DOCK4	IMMP2L	SIDM01072
ELP2	FHOD3	SIDM01072
KMT5A	SNRNP35	SIDM01072
MAGI1	CHMP2B	SIDM01072
PLA2G1B	PXN	SIDM01072
TTC7A	PRKCE	SIDM01072
UBC	SCARB1	SIDM01072
ACAD10	TMEM116	SIDM01074
ANAPC5	MEIS2	SIDM01074
ANKS1B	GABPB1	SIDM01074
HIF3A	PPP5C	SIDM01074
KIAA1217	DNMBP	SIDM01074
PPARGC1A	DNAJC13	SIDM01074
SLC39A9	ACTN1	SIDM01074
SMTN	LIMK2	SIDM01074
TMPO	HECTD4	SIDM01074
ABCB9	ZDHHC7	SIDM01077
ANO10	SLMAP	SIDM01077
AP3S1	LMAN2	SIDM01077
C5orf30	RASA1	SIDM01077
C5orf47	PDE4D	SIDM01077
DIRC2	TIA1	SIDM01077
DMGDH	JMY	SIDM01077
DOCK2	RANBP17	SIDM01077
EIF4E2	HJURP	SIDM01077
ENKD1	C16orf70	SIDM01077
ERG	TMPRSS2	SIDM01077
F13A1	ARHGAP23	SIDM01077
FAM172A	PDE4D	SIDM01077
H3F3B	ZDHHC7	SIDM01077
HJURP	INPP4A	SIDM01077
MAST4	NDUFAF2	SIDM01077
MIPOL1	TTC6	SIDM01077
PARD3B	CNNM4	SIDM01077
PLPPR2	ZNF57	SIDM01077
PRKCH	VWA2	SIDM01077
RERE	HSF1	SIDM01077
RGS3	RC3H2	SIDM01077
RNF187	COQ8A	SIDM01077
S100Z	CNOT6	SIDM01077
SSX3	ARMC6	SIDM01077
TEAD1	PIK3C2A	SIDM01077
UNK	PSMG1	SIDM01077
ZDHHC7	USP10	SIDM01077
ZNF432	ZNF577	SIDM01077
ZNF841	ZNF577	SIDM01077
ASCL1	TXNRD1	SIDM01078
COL4A1	MIGA1	SIDM01078
ME2	PPP6R3	SIDM01078
OTOA	CLEC16A	SIDM01078
TNRC18	AUTS2	SIDM01078
C17orf98	PIP4K2B	SIDM01079
D2HGDH	LINC01237	SIDM01079
ING1	RAB20	SIDM01079
RPL23	PIP4K2B	SIDM01079
SLC44A2	ILF3	SIDM01079
GNE	KIF24	SIDM01080
IFT122	TNS4	SIDM01080
MYH11	NBR1	SIDM01080
NCOA7	NSD1	SIDM01080
RUNX1	CFAP298	SIDM01080
CDC25A	MAP4	SIDM01081
MDH1	EHBP1	SIDM01081
MLF1	RSRC1	SIDM01081
OSR2	STK3	SIDM01081
SCPEP1	TMEM99	SIDM01081
SLC13A2	AKAP1	SIDM01081
SMG6	CRK	SIDM01081
TDRD3	PDS5B	SIDM01081
VMP1	CLTC	SIDM01081
C7orf57	ABCA13	SIDM01082
FLT3LG	RCN3	SIDM01082
MAST1	DNASE2	SIDM01082
SHANK2	CTTN	SIDM01082
ZNF638	DYSF	SIDM01082
KDM1B	TMEM242	SIDM01083
NADSYN1	TPCN2	SIDM01083
WNK2	ANP32B	SIDM01083
ANGPT1	OXR1	SIDM01084
HMOX1	DDT	SIDM01084
HP1BP3	UBR4	SIDM01084
IFT43	TTLL5	SIDM01084
LINC00462	LHFPL6	SIDM01084
MAP3K20	DIP2C	SIDM01084
RHD	GLIPR1	SIDM01084
RSPO2	ZFPM2-AS1	SIDM01084
WDR88	ZNF473	SIDM01084
OCIAD1	OCIAD2	SIDM01085
POLR3K	CORO7	SIDM01085
SETD2	CCDC12	SIDM01085
TACC3	FGFR3	SIDM01085
TNFRSF21	ADGRF1	SIDM01085
ABHD17AP3	PTPN14	SIDM01087
MAGEA8	ZDHHC15	SIDM01087
NGLY1	RARB	SIDM01088
SLC38A7	CNOT1	SIDM01088
SWT1	TRMT1L	SIDM01088
TACR1	EXOC6B	SIDM01088
NISCH	CLYBL	SIDM01089
QRICH1	RBM6	SIDM01089
TRAPPC10	RRP1B	SIDM01089
ARHGAP1	AMBRA1	SIDM01093
ATL3	RTN3	SIDM01093
C5	PSMD5	SIDM01093
CBFA2T3	PIEZO1	SIDM01093
CENPM	XRCC6	SIDM01093
CNGB1	KIFC3	SIDM01093
COL4A3	AGFG1	SIDM01093
GGA1	GCAT	SIDM01093
HYDIN	CDH13	SIDM01093
IFT81	ATP2A2	SIDM01093
JUP	TMEM104	SIDM01093
NCOA6	CHMP4B	SIDM01093
NEGR1	DDAH1	SIDM01093
NEK8	RAB34	SIDM01093
NQO2	RIPK1	SIDM01093
NT5C3B	NAT9	SIDM01093
PHF5A	RANGAP1	SIDM01093
PIGU	CHMP4B	SIDM01093
SPACA6	MAP4K5	SIDM01093
ZNF710	RCOR1	SIDM01093
AKAP11	RNF219	SIDM01095
ARHGAP24	TYW3	SIDM01095
AVIL	MARS	SIDM01095
DNAH12	ANXA7	SIDM01095
DNAJC2	POLR2J3	SIDM01095
EEF1AKMT3	AGAP2	SIDM01095
EPHA2	RERE	SIDM01095
EVL	RCOR1	SIDM01095
FLVCR1	RPS6KC1	SIDM01095
FOXO1	PAX3	SIDM01095
HUS1	TNS3	SIDM01095
IRAK2	THUMPD3-AS1	SIDM01095
KCNK12	IKZF2	SIDM01095
LRR1	KLHDC1	SIDM01095
MAB21L3	JARID2	SIDM01095
MAP2K5	FBXO11	SIDM01095
MROH3P	MAD1L1	SIDM01095
MXI1	DUSP5	SIDM01095
NUDT9	SETD5	SIDM01095
PAX3	FOXO1	SIDM01095
PDCD11	MCMBP	SIDM01095
RPL29P30	THSD4	SIDM01095
SDK2	NADK2	SIDM01095
SERHL2	THSD4	SIDM01095
SLC35A1	TSHZ2	SIDM01095
TIPIN	MEGF11	SIDM01095
TTC19	TRIM16	SIDM01095
XPC	ROBO1	SIDM01095
ZNF720P1	RNF150	SIDM01095
C2orf27A	GPR39	SIDM01096
CBLN4	BAIAP2L1	SIDM01096
PCGF2	CISD3	SIDM01096
SH3D19	LRBA	SIDM01096
CASC11	PVT1	SIDM01097
FLI1	EWSR1	SIDM01097
LINC00824	PVT1	SIDM01097
MYC	MIR1204	SIDM01097
MYC	PVT1	SIDM01097
WEE2	SSBP1	SIDM01097
ATE1	FGFR2	SIDM01098
EXOC4	PVT1	SIDM01098
PVT1	EXOC4	SIDM01098
RRAS	PPP1R12C	SIDM01098
KCNJ6	DSCR4	SIDM01099
RAB11FIP4	NF1	SIDM01099
ARHGEF1	PPP2R1A	SIDM01100
DYTN	THADA	SIDM01100
FARSB	METAP1D	SIDM01100
GACAT3	NBAS	SIDM01100
KIF5C	UBR3	SIDM01100
LRRFIP1	OLA1	SIDM01100
MAML2	CTSC	SIDM01100
SPAG16	DBI	SIDM01100
TBC1D30	TIMELESS	SIDM01100
UTP6	DCUN1D1	SIDM01100
ADK	VCL	SIDM01102
COX6A1	RNF10	SIDM01102
DLGAP5	GNPNAT1	SIDM01102
GPHN	DLGAP5	SIDM01102
CHST11	TXNRD1	SIDM01103
FBLN2	OXNAD1	SIDM01103
HAUS7	PPP1CC	SIDM01103
LSAMP	ZBTB20	SIDM01103
PHKA1	HDAC8	SIDM01103
ROCK2	PPIG	SIDM01103
VAT1L	WWOX	SIDM01103
WWOX	USP9Y	SIDM01103
ACHE	CUX1	SIDM01104
CCDC18	OSBPL9	SIDM01104
GCOM1	BNIP2	SIDM01105
MKRN3	TUBGCP5	SIDM01105
RSPRY1	FTO	SIDM01105
AGAP2	ZBTB26	SIDM01107
CDH18	CCDC183	SIDM01107
FBXL7	B4GALNT3	SIDM01107
GALNT9	OSBPL8	SIDM01107
METTL9	OTOA	SIDM01107
NUMB	FUT8	SIDM01107
OCEL1	BABAM1	SIDM01107
PSEN1	PPP1R12A	SIDM01107
SLC6A3	TERT	SIDM01107
TSPAN9	SLC6A3	SIDM01107
LINC00616	COQ2	SIDM01108
LINC01019	FASTKD3	SIDM01108
ARMC8	STAG1	SIDM01109
IGF1R	CPEB1	SIDM01109
KCNMB3	RYK	SIDM01109
KRT43P	BRCA1	SIDM01109
NPLOC4	ACACA	SIDM01109
PLIN1	IGF1R	SIDM01109
TICRR	RPS17	SIDM01109
TMOD1	NCBP1	SIDM01109
TRPC3	RFFL	SIDM01109
YAE1D1	RALA	SIDM01109
YEATS2	TYW1B	SIDM01109
PSMA3	ARID4A	SIDM01110
SPG7	RSPRY1	SIDM01110
AAED1	TMEM245	SIDM01111
ASIC1	DIP2B	SIDM01111
CCR1	RHOA	SIDM01111
CSNK2A2	PCYT1A	SIDM01111
EWSR1	SMCO4	SIDM01111
FLI1	EWSR1	SIDM01111
GTPBP10	CDK14	SIDM01111
MUSK	PGM5	SIDM01111
NUDC	ARID1A	SIDM01111
CPM	ARHGEF7	SIDM01112
CRY1	UBE3B	SIDM01112
IPO5	R3HDM2	SIDM01112
KRT76	IRS2	SIDM01112
KRT76	R3HDM2	SIDM01112
LUM	HMGA2	SIDM01112
SPRY2	TUBGCP3	SIDM01112
STK24	KIF5A	SIDM01112
TMCO3	UBAC2	SIDM01112
MAU2	GATAD2A	SIDM01113
SLC44A2	KEAP1	SIDM01113
ZNF341	E2F1	SIDM01114
ACE	KCNH6	SIDM01116
CCDC57	VSTM2B	SIDM01116
CCNE1	CCDC57	SIDM01116
CFAP61	ADARB2	SIDM01116
HACD3	GOLPH3L	SIDM01116
NSMCE2	RALGAPA2	SIDM01116
RBFOX1	PDPK1	SIDM01116
TBC1D5	CGGBP1	SIDM01116
TTLL3	JAGN1	SIDM01116
E2F3	CDKAL1	SIDM01117
LILRA5	TMC4	SIDM01117
LIN7C	LGR4	SIDM01117
PPIEL	MACF1	SIDM01117
PTPRF	KIZ	SIDM01117
SLC39A11	FOSL2	SIDM01117
UQCR10	C1orf194	SIDM01117
YARS2	BICD1	SIDM01117
DOCK3	RBM6	SIDM01118
KCNQ1OT1	KRTAP5-2	SIDM01118
LINC00671	FLYWCH1	SIDM01118
RHOA	DCAF1	SIDM01118
SLC5A12	BBOX1-AS1	SIDM01118
TMC8	FOXK2	SIDM01118
ASIC2	HPN	SIDM01119
DIP2B	SPECC1L	SIDM01119
DIP2B	SPECC1L-ADORA2A	SIDM01119
FAM19A5	ASAP1	SIDM01119
GNG5	TTLL7	SIDM01119
MICAL3	SSH2	SIDM01119
PCSK7	SIK3	SIDM01119
