feature	partner	model_id
GCLM	BCAR3	SIDM00505
IQCA1	CRIM1	SIDM00505
POLR1B	SLC20A1	SIDM00505
SORBS2	FAT1	SIDM00505
AGMAT	DNAJC16	SIDM00506
EGFLAM	PRKAA1	SIDM00506
KPNA6	PSMB2	SIDM00506
MAP2K3	NLN	SIDM00506
NENF	ARHGAP24	SIDM00506
NLN	SGTB	SIDM00506
NPHP4	ACOT7	SIDM00506
PRDM16	TMEM39B	SIDM00506
RGR	CCSER2	SIDM00506
SLC25A33	RERE	SIDM00506
TPK1	CAPZA2	SIDM00506
ZMYM6	JPH1	SIDM00506
HAGLROS	MTX2	SIDM00507
MYCNOS	C10orf71	SIDM00507
SIK3	C19orf66	SIDM00507
SRSF1	CHD2	SIDM00507
CNTFR	FAM219A	SIDM00508
OTUD7B	VPS45	SIDM00508
ATG5	PVT1	SIDM00509
COL6A3	KYNU	SIDM00509
CWF19L2	TTC12	SIDM00509
FGD4	DNM1L	SIDM00509
HS6ST3	DNAJC3	SIDM00509
KYNU	IQCA1	SIDM00509
MYC	PVT1	SIDM00509
PRTFDC1	ARHGAP23	SIDM00509
RABGAP1L	ZNF124	SIDM00509
SCAP	SETD2	SIDM00509
SLC35A1	TSHZ2	SIDM00509
TNFRSF17	CLEC16A	SIDM00509
USP28	NCAM1	SIDM00509
CDKAL1	NBAS	SIDM00510
CHMP1A	SCAF4	SIDM00510
RBM10	C12orf56	SIDM00510
AGBL1	CHD2	SIDM00511
GINS3	WDR59	SIDM00511
GOT2	CDH11	SIDM00511
MARCH6	BNIP3	SIDM00511
RAPGEFL1	WIPF2	SIDM00511
TMEM65	CASC11	SIDM00511
CASC11	PVT1	SIDM00512
MDGA2	DCBLD2	SIDM00512
PTPRD	CDKN2A	SIDM00512
SCUBE3	PPARD	SIDM00512
TIGAR	CRACR2A	SIDM00512
BTC	EREG	SIDM00513
KMT5B	CHKA	SIDM00513
PDE6G	NPLOC4	SIDM00513
STK32B	EVC	SIDM00513
CLSTN2	HEG1	SIDM00515
A4GALT	CYB5R3	SIDM00516
TTYH3	GNAS	SIDM00516
CCSER1	CAMK2D	SIDM00517
MAML2	CRTC1	SIDM00517
RHOG	NUP98	SIDM00517
SLC6A19	RUNX1	SIDM00517
A2M	CUX1	SIDM00518
ARNT	ENSA	SIDM00518
C9orf131	ZCCHC7	SIDM00518
CABP7	FBXL20	SIDM00518
CUX1	A2M	SIDM00518
NEK1	SH3RF1	SIDM00518
PTHLH	BCAS3	SIDM00518
SCNN1B	COG7	SIDM00518
SEC14L2	CXADR	SIDM00518
ZBTB5	UBAP2	SIDM00518
ZNF143	SWAP70	SIDM00518
ETFRF1	FGD4	SIDM00519
PCSK2	DSTN	SIDM00519
CRHBP	NDUFAF2	SIDM00520
EVL	SLC8A3	SIDM00521
MEGF6	C1orf174	SIDM00521
FOXO6	SCMH1	SIDM00522
POGZ	FHL3	SIDM00522
RFX5	SMAP2	SIDM00522
ZFPM2	PDIA4	SIDM00522
CNTLN	USP43	SIDM00523
DAPK2	HERC1	SIDM00523
EFCAB2	KIF26B	SIDM00523
OR7E47P	KRT7	SIDM00523
PRMT8	GALNT8	SIDM00523
RAB1B	TMEM260	SIDM00523
RNA28S5	KIAA0232	SIDM00523
STAT5A	NLRP1	SIDM00523
TRIM3	CPNE8	SIDM00523
TSPAN9	RASSF8	SIDM00523
ADCY9	CREBBP	SIDM00524
CARD19	WNK2	SIDM00524
FBXO21	TESC	SIDM00524
TPRG1	ARID1B	SIDM00524
TSNARE1	PTK2	SIDM00524
ADGRE1	TP53	SIDM00525
BNC2	MTAP	SIDM00525
COL22A1	TRAPPC9	SIDM00525
ELL2	DNER	SIDM00525
EPHB4	CLIP4	SIDM00525
GCNT2	STX2	SIDM00525
PARP10	MROH1	SIDM00525
PLEC	MROH1	SIDM00525
TRIP12	ELL2	SIDM00525
VAV1	TP53	SIDM00525
ZDHHC21	EXT1	SIDM00525
ABL1	BCR	SIDM00526
BCR	ABL1	SIDM00526
CACNA1I	ALDH1A1	SIDM00526
CRADD	PLXNC1	SIDM00526
CSNK1D	CCDC57	SIDM00526
DECR1	LINC00534	SIDM00526
DTNB	DNMT3A	SIDM00526
FRAS1	BMP2K	SIDM00526
GSDMC	CCDC26	SIDM00526
HSPG2	USP48	SIDM00526
LEPR	DNAJC6	SIDM00526
LSM3	SLC6A6	SIDM00526
NARF	FOXK2	SIDM00526
PHF12	FAM222B	SIDM00526
RBL1	SAMHD1	SIDM00526
UHRF1	DLG1	SIDM00526
XRCC6	SREBF2	SIDM00526
YBX2	EIF5A	SIDM00526
AKR1C4	CMTM4	SIDM00528
ANKFN1	TLK2	SIDM00528
CDK12	TMEM104	SIDM00528
CDKAL1	CDYL	SIDM00528
CEP112	SUPT4H1	SIDM00528
CEP112	TSPOAP1-AS1	SIDM00528
CSMD1	DOCK1	SIDM00528
CUEDC1	MTMR4	SIDM00528
EMP1	PRLR	SIDM00528
FBXO31	VAC14	SIDM00528
GALNS	MARVELD3	SIDM00528
GNAO1	TOX3	SIDM00528
MED13	STRADA	SIDM00528
MIPOL1	TTC6	SIDM00528
MTMR4	TANC2	SIDM00528
PHACTR3	RAB22A	SIDM00528
PITPNC1	DDX42	SIDM00528
PSMD12	TANC2	SIDM00528
VMP1	BRIP1	SIDM00528
ZNF407	DNMT3B	SIDM00528
ZNF821	MAP1LC3B	SIDM00528
ZNRF1	FBXO31	SIDM00528
AGO2	PTK2	SIDM00529
DIP2A	COL6A2	SIDM00529
FBLN5	TC2N	SIDM00529
GNA14	GNAQ	SIDM00529
MATR3	CTNNA1	SIDM00529
NOX5	CORO2B	SIDM00529
NUTF2	RIPOR1	SIDM00529
PELI1	RAB1A	SIDM00529
RAB39A	ACAT1	SIDM00529
TNFAIP8	DMXL1	SIDM00529
USP7	CREBBP	SIDM00529
ZNF367	MFSD14C	SIDM00529
ACER3	CAPN5	SIDM00530
ADGRF3	DTNB	SIDM00530
ATF7IP2	CLEC16A	SIDM00530
BCAR4	ZC3H7A	SIDM00530
BLM	PIAS1	SIDM00530
C17orf98	BAHD1	SIDM00530
CASC8	CCAT1	SIDM00530
CYP3A43	LAMTOR4	SIDM00530
DAPK2	HERC1	SIDM00530
DGKA	NACA	SIDM00530
DOCK9	STK24	SIDM00530
E2F3	CDKAL1	SIDM00530
EBF4	PTPRA	SIDM00530
EIF2A	SERP1	SIDM00530
FAM186A	LIMA1	SIDM00530
FANCA	ANKRD11	SIDM00530
GNA12	MAD1L1	SIDM00530
IDH2	VPS13C	SIDM00530
JUP	ERBB2	SIDM00530
LYRM1	CRYM-AS1	SIDM00530
MBTD1	NME2	SIDM00530
NME1	ANKRD40	SIDM00530
NPEPPS	PNPO	SIDM00530
NSG2	ARID4B	SIDM00530
PLBD1	GRIN2B	SIDM00530
PLEKHH2	CAMKMT	SIDM00530
PPAN	RUNX3	SIDM00530
RFLNA	BRI3BP	SIDM00530
RNF123	IP6K1	SIDM00530
RORC	TUFT1	SIDM00530
RPTOR	MED15	SIDM00530
SLC39A11	LINC00511	SIDM00530
SNX29	ZC3H7A	SIDM00530
SRPK1	FKBP5	SIDM00530
SUZ12	RHOT1	SIDM00530
TRIP4	ZNF609	SIDM00530
UBC	NCOR2	SIDM00530
VAPA	TWSG1	SIDM00530
ZNF169	SUSD3	SIDM00530
CMSS1	COL8A1	SIDM00532
HOOK2	ZNF841	SIDM00532
SLC25A25	SWI5	SIDM00532
ZNF616	KDM4B	SIDM00532
ADAM18	RAB8A	SIDM00533
BRI3BP	DHX37	SIDM00533
DDX42	DCAF7	SIDM00533
DDX42	TEX2	SIDM00533
ERN1	MED13	SIDM00533
ERN1	TANC2	SIDM00533
GSDMC	LRRC6	SIDM00533
HLA-A	HLA-B	SIDM00533
ICAM2	TLK2	SIDM00533
LRRC37A3	MAP3K3	SIDM00533
LRRC37A3	MRC2	SIDM00533
MAP3K7	RARS2	SIDM00533
MARCH10	MRC2	SIDM00533
MARCH10	TLK2	SIDM00533
MRC2	MAP3K3	SIDM00533
P4HB	IKZF3	SIDM00533
PPP1CC	CORO1C	SIDM00533
PTPN13	AFF1	SIDM00533
RARS2	LINC00472	SIDM00533
SLC39A11	EXT1	SIDM00533
SMURF2	ERN1	SIDM00533
TANC2	MED13	SIDM00533
TMC8	MLLT1	SIDM00533
AGR3	AGR2	SIDM00534
CASC3	WIPF2	SIDM00534
CASC8	CASC19	SIDM00534
CASC8	CCAT1	SIDM00534
CCDC192	SLC12A2	SIDM00534
CTTNBP2	CFTR	SIDM00534
FAM234B	CREBL2	SIDM00534
LINC00243	FLOT1	SIDM00534
LINC01184	FCHSD2	SIDM00534
LINC01184	SLC12A2	SIDM00534
LINC01184	ST14	SIDM00534
OCM2	CCZ1B	SIDM00534
PLIN2	CRYAB	SIDM00534
RSPH6A	DMPK	SIDM00534
SMARCA4	LDLR	SIDM00534
TTLL1	PACSIN2	SIDM00534
ADK	VCL	SIDM00537
CHSY3	SLC25A46	SIDM00537
FAM153A	ATP6V0E1	SIDM00537
SERINC2	RCC1	SIDM00537
VDAC2	ZNF503-AS1	SIDM00537
BANK1	ANXA3	SIDM00538
DAP3	LAMTOR2	SIDM00538
GABRG2	CABLES1	SIDM00538
RSPO2	EIF3E	SIDM00538
SUGCT	CDK13	SIDM00538
UBC	NCOR2	SIDM00538
ZBTB48	THAP3	SIDM00538
CCDC77	B4GALNT3	SIDM00539
CPNE4	MRPL3	SIDM00539
INTS13	ITPR2	SIDM00539
JUP	ERBB2	SIDM00539
LINC00858	ZMIZ1	SIDM00539
PPP1R1B	WIPF2	SIDM00539
RARA	SYNRG	SIDM00539
SCGN	CARMIL1	SIDM00539
STARD3	WIPF2	SIDM00539
TMPRSS4	KMT2A	SIDM00539
UBC	NCOR2	SIDM00539
ZPBP2	RARA	SIDM00539
CHMP1A	ZNF738	SIDM00540
FSCN1	EGFR	SIDM00540
ZNF713	SEPT7P2	SIDM00540
ALG14	RABEP1	SIDM00541
MAP3K5	MAP7	SIDM00541
NRDC	MRPL45P2	SIDM00541
COL6A3	ZSWIM5	SIDM00542
NF1	SH2D3C	SIDM00542
S100A10	ANP32E	SIDM00542
ABHD3	OSBPL1A	SIDM00543
AEBP2	PTGFRN	SIDM00543
CES4A	TRIM8	SIDM00543
DNAJC27	DNMT3A	SIDM00543
ELP4	DNAJC24	SIDM00543
GON4L	UBAP2L	SIDM00543
GPALPP1	GTF2F2	SIDM00543
LETM1	SLBP	SIDM00543
LHFPL3	KMT2E	SIDM00543
PRKCA	BPTF	SIDM00543
PTPRM	ERBB2	SIDM00543
RAD51B	SMOC1	SIDM00543
SLC3A2	PPP2R5B	SIDM00543
SND1	C22orf34	SIDM00543
ACTN2	RYR2	SIDM00544
AMD1P1	ARL5B	SIDM00544
APCDD1L-DT	TSHZ2	SIDM00544
APP	BACH1	SIDM00544
EMID1	EWSR1	SIDM00544
HPCAL1	ASAP2	SIDM00544
LPIN3	PPDPF	SIDM00544
NCAM2	MMP24OS	SIDM00544
SALL4	RALY	SIDM00544
SMOX	SLX4IP	SIDM00544
STX16-NPEPL1	TSHZ2	SIDM00544
TSHZ2	ELMO2	SIDM00544
UHRF1BP1L	SCYL2	SIDM00544
ZHX3	ARFGAP1	SIDM00544
FPR2	PPP2R1A	SIDM00547
ITCH	LAMA5	SIDM00547
MAPK1	YDJC	SIDM00547
NAALADL2	MYNN	SIDM00547
PPP1R2	ZDHHC16	SIDM00547
TNS4	FBXL20	SIDM00547
UBL7	EDC3	SIDM00547
SPOCK2	IMMT	SIDM00548
HNRNPUL1	MEF2D	SIDM00549
LINC01128	SAMD11	SIDM00549
ACAA2	MYO5B	SIDM00550
C11orf80	TBC1D22A	SIDM00550
C9orf3	MIR205HG	SIDM00550
CASC21	TOP1	SIDM00550
GRIK4	NECTIN1	SIDM00550
IRGC	SMG9	SIDM00550
ITGA1	ITGA2	SIDM00550
ITSN1	ERG	SIDM00550
KRT23	TSPAN9	SIDM00550
LINC00540	ACACA	SIDM00550
MAP2K2	ZBTB7A	SIDM00550
OSGEP	TEP1	SIDM00550
OXR1	UBR5	SIDM00550
SMARCC1	ATL2	SIDM00550
VMP1	RPS6KB1	SIDM00550
ADK	VCL	SIDM00551
DDX46	PLCE1	SIDM00551
ITFG1	SHCBP1	SIDM00551
LPP	TPRG1	SIDM00551
MANSC1	BORCS5	SIDM00551
MB21D2	FGF12	SIDM00551
MYDGF	PLIN4	SIDM00551
NIPAL4	RPL26L1	SIDM00551
PMF1-BGLAP	SMG5	SIDM00551
RAD9A	PPP1CA	SIDM00551
RTTN	CASC8	SIDM00551
RTTN	NEURL1B	SIDM00551
SDR42E2	POLR3E	SIDM00551
TIA1	PCBP1-AS1	SIDM00551
VSIG10	TAOK3	SIDM00551
ADK	VCL	SIDM00552
CAT	CAPRIN1	SIDM00552
COL4A3BP	POC5	SIDM00552
GAB2	KCTD21	SIDM00552
VAT1L	WWOX	SIDM00552
CDKN2B-AS1	MPDZ	SIDM00553
ARNTL2	RNF115	SIDM00554
C17orf78	RNF135	SIDM00554
HEG1	ZNF148	SIDM00554
L2HGDH	NEMF	SIDM00554
NLRP1	EIF5A	SIDM00554
PARP6	MYO9A	SIDM00554
SLC5A12	BBOX1-AS1	SIDM00554
ZBTB4	MINK1	SIDM00554
ZNF132	DHX34	SIDM00554
PATZ1	MN1	SIDM00555
POLR1D	USP12	SIDM00555
SPATA19	THYN1	SIDM00555
STPG1	KDM4A	SIDM00555
TTC28	ZNRF3	SIDM00555
C5AR1	MAP3K10	SIDM00556
ATRN	SMOX	SIDM00560
ATXN2L	XPO6	SIDM00560
BCAR4	ZC3H7A	SIDM00560
C2orf42	PCBP1-AS1	SIDM00560
CABLES1	TTC39C	SIDM00560
CACNA1A	LYL1	SIDM00560
CARM1	LAMA3	SIDM00560
CCDC127	PDCD6	SIDM00560
CDK12	PGAP3	SIDM00560
CEACAM19	TOMM40	SIDM00560
DAG1	RBM6	SIDM00560
DCP1A	TKT	SIDM00560
EXD3	EHMT1	SIDM00560
FAM182B	PRPF8	SIDM00560
FNTB	FUT8	SIDM00560
HOXA-AS2	FYTTD1	SIDM00560
HOXA3	FYTTD1	SIDM00560
LY6K	PSD3	SIDM00560
OSR2	VPS13B	SIDM00560
PIK3CB	CEP70	SIDM00560
PRKD2	SYMPK	SIDM00560
PRPF8	USP43	SIDM00560
RAB40B	WDR45B	SIDM00560
SDK1	C1GALT1	SIDM00560
SHISA5	MAP4	SIDM00560
SLC7A10	URI1	SIDM00560
STARD3	ERBB2	SIDM00560
USP43	STX8	SIDM00560
WDTC1	SYTL1	SIDM00560
ZNF280C	AIFM1	SIDM00560
ANKRD28	HACL1	SIDM00561
AURKAIP1	GNB1	SIDM00561
CDKN2AIPNL	PCBD2	SIDM00561
CDKN2AIPNL	UBE2B	SIDM00561
FIZ1	ZNF865	SIDM00561
GATAD1	PEX1	SIDM00561
RASA4	PRKRIP1	SIDM00561
SEC24A	CDKL3	SIDM00561
SLCO3A1	SH3RF1	SIDM00561
ARHGAP39	CPSF1	SIDM00562
GLT8D2	NT5DC3	SIDM00562
GPD2	SLC4A10	SIDM00562
HSCB	CCDC117	SIDM00562
LINC01353	PKP4	SIDM00562
NMT2	PTPN3	SIDM00562
OIT3	BMS1	SIDM00562
P4HA1	DPP7	SIDM00562
PRSS37	KIAA1147	SIDM00562
PTGES	SEC16A	SIDM00562
RECQL4	BOP1	SIDM00562
REEP3	ADARB2	SIDM00562
TMEM135	SIRT1	SIDM00562
ANO1	PPFIA1	SIDM00564
ARHGAP29	GCLM	SIDM00564
ASH1L	PKN1	SIDM00564
BRF1	JAG2	SIDM00564
CCDC155	PRRG2	SIDM00564
CIC	RAD9A	SIDM00564
GLIS3	RFX3	SIDM00564
HSP90AB1	RASA2	SIDM00564
IQSEC1	CCDC12	SIDM00564
KDM3A	PARD3	SIDM00564
L3MBTL2	ZC3H7B	SIDM00564
LAMB4	LAMB1	SIDM00564
MIR6080	CYB561	SIDM00564
NSD1	BABAM2	SIDM00564
NT5C3B	JUP	SIDM00564
RALGAPA1	FBXO34	SIDM00564
SLC9A9	ATG7	SIDM00564
YPEL2	ZC3H7B	SIDM00564
ZBTB38	SEMA5B	SIDM00564
ZPLD1	SEMA5B	SIDM00564
AIM2	NEK7	SIDM00565
AMPH	INPP4B	SIDM00565
ATP1B1	DENND1B	SIDM00565
MB	MYH9	SIDM00565
PDE1C	DSG2	SIDM00565
SLC44A3-AS1	F3	SIDM00565
TRIM14	ZPBP	SIDM00565
ZPBP	TRIM14	SIDM00565
BEND6	KIAA0391	SIDM00566
CLEC1A	ZNF91	SIDM00566
CNTNAP2	CLEC1A	SIDM00566
MACROD2	LSM4	SIDM00566
RN7SL2	TINAGL1	SIDM00566
TRHDE	CEP290	SIDM00566
VPS53	NXN	SIDM00566
BRK1	LDLR	SIDM00567
CCDC171	CLPX	SIDM00567
CDH12	CNTN5	SIDM00567
DOCK4	IMMP2L	SIDM00567
FBN1	MAPK6	SIDM00567
MFSD13A	SUFU	SIDM00567
MTF2	RPAP2	SIDM00567
NRL	PEX11G	SIDM00567
PCAT19	ZNF77	SIDM00567
SLC39A10	ZC3H15	SIDM00567
YJU2	GNA11	SIDM00567
ADK	PPIF	SIDM00569
ASB7	PEAK1	SIDM00569
ASPSCR1	SIRT7	SIDM00569
C2orf72	PSMD1	SIDM00569
CGN	SNX27	SIDM00569
EFNB3	ZBTB4	SIDM00569
FLNA	GDI1	SIDM00569
GCG	DPP4	SIDM00569
M1AP	LOXL3	SIDM00569
MYO1F	RAB11B	SIDM00569
NCALD	UBR5	SIDM00569
NID1	LYST	SIDM00569
NKX2-6	NINL	SIDM00569
NOL11	ZMYM2	SIDM00569
PGLYRP1	SIPA1L3	SIDM00569
PIGL	MIPEP	SIDM00569
PKN2	RERE	SIDM00569
PRKCSH	CARM1	SIDM00569
RGS5	CCDC190	SIDM00569
SBNO1	NCOR2	SIDM00569
SNTG1	SPIDR	SIDM00569
TMEM248	CRYL1	SIDM00569
TRAF3IP2	FAM13A	SIDM00569
VMP1	RPS6KB1	SIDM00569
WRAP53	ZBTB4	SIDM00569
CCDC57	HGS	SIDM00570
DHX40	KPNA2	SIDM00570
EME1	ARHGDIA	SIDM00570
ERC1	ACACA	SIDM00570
FAM104A	UNK	SIDM00570
FGL1	MTUS1	SIDM00570
HDAC5	WSB1	SIDM00570
JMJD6	ARHGAP27	SIDM00570
KCNJ2	EME1	SIDM00570
KIAA1522	PLEKHA6	SIDM00570
LRRN2	KIAA1522	SIDM00570
MET	CFTR	SIDM00570
MKRN2OS	SLC25A26	SIDM00570
PLEKHM1	NSF	SIDM00570
SEPT9	ENDOV	SIDM00570
TMEM105	SLC9A3R1	SIDM00570
CEACAM16	CBLC	SIDM00571
C8orf34	CHD7	SIDM00572
CCDC192	SLC12A2	SIDM00572
CLGN	MAML3	SIDM00572
KRTAP5-11	CPT1A	SIDM00572
METRNL	FAM129B	SIDM00572
NCOA7	HINT3	SIDM00572
CAP1	MACF1	SIDM00573
ZFX	TMEM86B	SIDM00573
BMS1	PARG	SIDM00574
FMNL2	CLIC4	SIDM00574
PPP4R3B	CHURC1	SIDM00574
PRELP	ATP2B4	SIDM00574
SRGAP3	DIP2C	SIDM00574
EYS	PHF3	SIDM00575
MTAP	CDKN2A	SIDM00575
CYSTM1	ANKHD1	SIDM00576
TACC1	TYW1B	SIDM00576
TOM1L2	SREBF1	SIDM00576
CLIP4	BABAM2	SIDM00578
GPN1	MYCN	SIDM00578
HSD17B14	PPM1G	SIDM00578
MYCN	YPEL5	SIDM00578
SLC12A1	SOS1	SIDM00578
CNTNAP2	ZNF282	SIDM00579
CYS1	PRKCE	SIDM00579
GACAT3	GREB1	SIDM00579
KCNJ6	DSCR4	SIDM00579
LINC00276	NBAS	SIDM00579
MYCNUT	PRKCI	SIDM00579
MLLT3	KMT2A	SIDM00580
C5orf60	HNRNPH1	SIDM00581
EYA2	OSER1	SIDM00581
EYA2	TOP1	SIDM00581
IL23A	ATP5F1B	SIDM00581
NCOA3	ZNFX1	SIDM00581
NUFIP1	GPALPP1	SIDM00581
OS9	R3HDM2	SIDM00581
RPS6P12	ABCA1	SIDM00581
RTF1	LINC01581	SIDM00581
TBC1D16	IAH1	SIDM00581
ZNF595	CTNNBL1	SIDM00581
C19orf47	ACTN4	SIDM00583
CUX2	GRAMD4	SIDM00583
CUX2	SH2B3	SIDM00583
DMRTA1	MTAP	SIDM00583
GRAMD4	SH2B3	SIDM00583
KIF18A	LGR4	SIDM00583
SGPL1	HERC4	SIDM00583
TMEM212	FNDC3B	SIDM00583
UBC	NCOR2	SIDM00583
ZNF780B	RECK	SIDM00583
C1orf105	AHCTF1	SIDM00584
CCT3	GLMP	SIDM00584
CEP152	FBN1	SIDM00584
DPY19L3	ZNF790-AS1	SIDM00584
FRMPD2	ARHGAP22	SIDM00584
GKAP1	UBQLN1	SIDM00584
GTSF1	ITGA5	SIDM00584
IL12RB1	MEGF8	SIDM00584
INPP4B	ZNF827	SIDM00584
LINC01122	AP1M1	SIDM00584
NTN1	COX10	SIDM00584
SLC47A2	ALDH3A2	SIDM00584
STMN2	ASAP1	SIDM00584
ZMYM4	KIAA0319L	SIDM00584
ANKIB1	DTX2P1-UPK3BP1-PMS2P11	SIDM00585
DTX2P1-UPK3BP1-PMS2P11	ANKIB1	SIDM00585
KIAA0825	IPO11	SIDM00585
PACS1	RTN3	SIDM00585
PLSCR4	PLOD2	SIDM00585
RBM19	ATP6V0D1	SIDM00585
SDHAF3	GAREM1	SIDM00585
TERB2	SORD	SIDM00585
UBC	SCARB1	SIDM00585
BAGE2	MIB1	SIDM00586
C11orf88	SIK2	SIDM00586
FCRL4	METTL13	SIDM00586
KCNQ3	FAM49B	SIDM00586
LIX1L	RALGPS2	SIDM00586
LYN	NCOA2	SIDM00586
NCOA2	LYN	SIDM00586
NTN1	SPECC1	SIDM00586
SLC4A8	LPCAT3	SIDM00586
CCNB1	PRKAA1	SIDM00587
FHIT	WDR1	SIDM00587
C14orf39	FBXO34	SIDM00588
CAV1	TES	SIDM00589
KIF6	MIRLET7BHG	SIDM00589
MACROD1	AMOTL1	SIDM00589
MAPKAPK5	C11orf80	SIDM00589
S1PR2	LAMA3	SIDM00589
BBC3	SAE1	SIDM00590
C17orf64	BCAS3	SIDM00590
PREX1	ABL2	SIDM00590
C9orf3	MIR205HG	SIDM00591
CUX1	SH2B2	SIDM00591
DYRK3	AHCTF1	SIDM00591
EPHX2	LDLRAD3	SIDM00591
FASTKD2	FBXL20	SIDM00591
LRRC37A2	USP32	SIDM00591
LRRC37A3	USP32	SIDM00591
MOGS	RTKN	SIDM00591
NPL	DHX9	SIDM00591
OR7E24	LDLR	SIDM00591
PCTP	CPT1A	SIDM00591
PKP1	RGL1	SIDM00591
POU5F1B	PVT1	SIDM00591
PSMA8	ARMC8	SIDM00591
PYGB	MACROD1	SIDM00591
SLC39A11	CCNT2	SIDM00591
SUMO2P17	ATP5MC1	SIDM00591
TFB2M	SMYD3	SIDM00591
TPD52L1	TBC1D32	SIDM00591
TRDN	RNF217-AS1	SIDM00591
UBC	NCOR2	SIDM00591
UBC	SCARB1	SIDM00591
VPS35L	TMC5	SIDM00591
SLC5A12	BBOX1-AS1	SIDM00592
UBC	NCOR2	SIDM00592
ACSBG2	TRPC4AP	SIDM00594
AP1M2	RALGAPB	SIDM00594
BMS1	PARG	SIDM00594
CATSPERD	ITCH	SIDM00594
DACH1	PSPC1	SIDM00594
DR1	MTF2	SIDM00594
IL27RA	CDC37	SIDM00594
MPDZ	FREM1	SIDM00594
TRPC4AP	TTI1	SIDM00594
AFF3	REV1	SIDM00596
CAPN13	FOXP1	SIDM00596
CMIP	GAN	SIDM00596
IP6K3	ITPR3	SIDM00596
NDUFAF2	MAP3K1	SIDM00596
PLIN3	TICAM1	SIDM00596
PREX2	SDHB	SIDM00596
SDHB	PREX2	SIDM00596
ALDH3A2	TOM1L2	SIDM00598
CD8A	RNF103	SIDM00598
EPHA6	BARD1	SIDM00598
KLHL18	PTPN23	SIDM00598
LINC00640	FRMD6	SIDM00598
NSUN2	SRD5A1	SIDM00598
TXK	CNGA1	SIDM00598
AGGF1	PJA2	SIDM00599
C9orf3	PARN	SIDM00599
CLIP2	GTF2IRD1	SIDM00599
CXXC5	HEXB	SIDM00599
DHRS7C	NEMP2	SIDM00599
DLX3	FAM117A	SIDM00599
DNAJC4	VEGFB	SIDM00599
DTWD2	CDK7	SIDM00599
DYTN	INO80D	SIDM00599
FUS	ASPH	SIDM00599
GALNS	PIEZO1	SIDM00599
HIRA	DRG1	SIDM00599
KLHL42	BCAT1	SIDM00599
KLHL42	SERGEF	SIDM00599
LINC01184	POLK	SIDM00599
LINC01221	SYT14	SIDM00599
LRRC4B	CIC	SIDM00599
LYSMD4	MEF2A	SIDM00599
MAL2	WDYHV1	SIDM00599
MEGF9	FKTN	SIDM00599
MFSD14B	C9orf3	SIDM00599
MOCOS	FHOD3	SIDM00599
NFATC2	MYH3	SIDM00599
NIF3L1	ERBB4	SIDM00599
NLRP12	PTPRT	SIDM00599
NRG4	CSPG4	SIDM00599
OVAAL	XPR1	SIDM00599
PITPNB	TTC28	SIDM00599
PPIC	CSNK1G3	SIDM00599
RSBN1L	PTPN12	SIDM00599
SASH3	CENPBD1P1	SIDM00599
SERGEF	CCDC91	SIDM00599
SLC39A3	GNG7	SIDM00599
SNX2	FAM169A	SIDM00599
STAT4	MYO1B	SIDM00599
TAF9	UBE2D2	SIDM00599
TMEM126B	TMEM126A	SIDM00599
TP53	CAB39	SIDM00599
TRAPPC9	SIL1	SIDM00599
UNC80	ADAM23	SIDM00599
WDR70	NIPBL	SIDM00599
WRAP53	MAEA	SIDM00599
ZNF91	ZNF490	SIDM00599
ADK	VCL	SIDM00600
EIF5A	FTH1	SIDM00600
FAIM2	NCKAP5L	SIDM00600
FGF7	GALK2	SIDM00600
IRAK1BP1	PHIP	SIDM00600
LINC00885	PPP1R2	SIDM00600
MAP3K13	PPP1R2	SIDM00600
NLRC4	MEMO1	SIDM00600
SLC4A10	PSMD14	SIDM00600
TMEM158	EIF5A	SIDM00600
UBC	SCARB1	SIDM00600
ZBTB2	AKAP12	SIDM00600
BRD9	TPPP	SIDM00602
LRRC49	THSD4	SIDM00602
USP24	DHCR24	SIDM00602
AUTS2	BAIAP2L1	SIDM00603
DAAM2	ZBTB20	SIDM00603
DNAJC8	DGKH	SIDM00603
MFN2	MIIP	SIDM00603
PCDHA7	LARS	SIDM00603
SPOCK1	ISOC1	SIDM00603
C9orf3	THBS2	SIDM00604
DNAI1	MTAP	SIDM00604
DVL1	ACAP3	SIDM00604
EIF3E	MIR205HG	SIDM00604
NPY5R	TMA16	SIDM00604
SLC5A12	BBOX1-AS1	SIDM00604
UBC	NCOR2	SIDM00604
GNPTG	SMG1P3	SIDM00606
MKL2	GNPTG	SIDM00606
SLC5A12	BBOX1-AS1	SIDM00606
TNFAIP8	HSD17B4	SIDM00606
CDADC1	GORASP2	SIDM00607
CENPX	CYBC1	SIDM00607
CFAP54	MPHOSPH9	SIDM00607
DSC1	TRAPPC8	SIDM00607
FHIT	CADPS	SIDM00607
ITGA5	ARID2	SIDM00607
MYSM1	PTBP2	SIDM00607
PRMT7	NUTF2	SIDM00607
TWF1	ZNF605	SIDM00607
FBXO36	COL4A3	SIDM00608
GBE1	KIF20B	SIDM00608
KIF20B	GBE1	SIDM00608
PHBP12	NRDC	SIDM00608
ZCCHC11	YIPF1	SIDM00608
FBXL13	DNAJC2	SIDM00609
ARHGAP24	CDS1	SIDM00612
DOCK8	GLIS3	SIDM00612
ACR	CPNE2	SIDM00613
CMSS1	COL8A1	SIDM00613
GTPBP1	GRK3	SIDM00613
