broad	ccle_name	sanger	alt_ccle	alt_broad
ACH-002314	TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01205		
ACH-002315	SCC90_UPPER_AERODIGESTIVE_TRACT	SIDM00399	UPCISCC090_UPPER_AERODIGESTIVE_TRACT	ACH-001227
ACH-002316	WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01102		
ACH-002317	YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00410		
ACH-002318	OMM23_EYE			
ACH-002319	184A1_BREAST			
ACH-002320	600MPE_BREAST			
ACH-002321	HBL100_BREAST			
ACH-002322	HCC2185_BREAST			
ACH-002323	HCC2688_BREAST			
ACH-002324	HCC3153_BREAST			
ACH-002325	LY2_BREAST			
ACH-002326	MACLS2_BREAST			
ACH-002327	MCF12A_BREAST			
ACH-002328	MX1_BREAST			
ACH-002329	SKBR5_BREAST			
ACH-002330	SKBR7_BREAST			
ACH-002331	ZR75B_BREAST			
ACH-002332	GISTT1_STOMACH			
ACH-002333	HCC827GR_LUNG			
ACH-002334	SS1A_SOFT_TISSUE			
ACH-002335	NCIH513_PLEURA	SIDM00114	UCH1_BONE	ACH-002341
ACH-002336	HCET_UPPER_AERODIGESTIVE_TRACT	SIDM00075		
ACH-002337	JHU028_LUNG	SIDM00902		
ACH-002338	M980513_SKIN	SIDM00177		
ACH-002339	MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00623		
ACH-002340	NBSUSSR_AUTONOMIC_GANGLIA	SIDM00002		
ACH-002342	BB30PBL_MATCHED_NORMAL_TISSUE	SIDM01638		
ACH-002343	BB49EBV_MATCHED_NORMAL_TISSUE	SIDM01722		
ACH-002344	BB65EBV_MATCHED_NORMAL_TISSUE	SIDM01721		
ACH-002345	CAR1_LARGE_INTESTINE	SIDM00488		
ACH-002346	CP50EBV_MATCHED_NORMAL_TISSUE	SIDM01716		
ACH-002347	CP66EBV_MATCHED_NORMAL_TISSUE	SIDM01715		
ACH-002348	DIPG007_CENTRAL_NERVOUS_SYSTEM	SIDM01714		
ACH-002349	GBM001_CENTRAL_NERVOUS_SYSTEM			
ACH-002350	HA7EBV_MATCHED_NORMAL_TISSUE	SIDM01711		
ACH-002351	L542_MATCHED_NORMAL_TISSUE	SIDM01653		
ACH-002352	LB1047EBV_MATCHED_NORMAL_TISSUE	SIDM01652		
ACH-002353	LB2241EBV_MATCHED_NORMAL_TISSUE	SIDM01651		
ACH-002354	LB2518EBV_MATCHED_NORMAL_TISSUE	SIDM01650		
ACH-002355	LB373EBV_MATCHED_NORMAL_TISSUE	SIDM01649		
ACH-002356	LB647PBL_MATCHED_NORMAL_TISSUE	SIDM01648		
ACH-002357	LB771PBL_MATCHED_NORMAL_TISSUE	SIDM01647		
ACH-002358	LB831EBV_MATCHED_NORMAL_TISSUE	SIDM01646		
ACH-002359	LB996EBV_MATCHED_NORMAL_TISSUE	SIDM01645		
ACH-002360	MZ1B_MATCHED_NORMAL_TISSUE			
ACH-002361	MZ7B_MATCHED_NORMAL_TISSUE			
ACH-002362	NCIBL128_MATCHED_NORMAL_TISSUE	SIDM01681		
ACH-002363	NCIBL1395_MATCHED_NORMAL_TISSUE	SIDM00643		
ACH-002364	NCIBL1437_MATCHED_NORMAL_TISSUE	SIDM01680		
ACH-002365	NCIBL1770_MATCHED_NORMAL_TISSUE	SIDM00752		
ACH-002366	NCIBL2009_MATCHED_NORMAL_TISSUE	SIDM00736		
ACH-002367	NCIBL2052_MATCHED_NORMAL_TISSUE	SIDM00712		
ACH-002368	NCIBL2087_MATCHED_NORMAL_TISSUE	SIDM00707		
ACH-002369	NCIBL209_MATCHED_NORMAL_TISSUE	SIDM00705		
ACH-002370	NCIBL2122_MATCHED_NORMAL_TISSUE	SIDM00701		
ACH-002371	NCIBL2126_MATCHED_NORMAL_TISSUE	SIDM00790		
ACH-002372	NCIBL2171_MATCHED_NORMAL_TISSUE	SIDM00717		
ACH-002373	HCC1187_MATCHED_NORMAL_TISSUE	SIDM00869		
ACH-002374	HCC1599_MATCHED_NORMAL_TISSUE	SIDM00876		
ACH-002375	HCC1937_MATCHED_NORMAL_TISSUE	SIDM00873		
ACH-002376	LS1034_MATCHED_NORMAL_TISSUE	SIDM01641		
ACH-002377	HCC38_MATCHED_NORMAL_TISSUE	SIDM00674		
ACH-002378	HCC1143_MATCHED_NORMAL_TISSUE	SIDM00868		
ACH-002379	J82_MATCHED_NORMAL_TISSUE	SIDM01732		
ACH-002380	COLO829_MATCHED_NORMAL_TISSUE	SIDM00908		
ACH-002381	HCC2157_MATCHED_NORMAL_TISSUE	SIDM00773		
ACH-002382	HCC1395_MATCHED_NORMAL_TISSUE	SIDM00883		
ACH-002383	HCC2218_MATCHED_NORMAL_TISSUE	SIDM00696		
ACH-002384	HCC1954_MATCHED_NORMAL_TISSUE	SIDM00871		
ACH-002386	M00921_SKIN	SIDM00178		
ACH-002387	M1203273_SKIN	SIDM00013		
ACH-002388	MET2B_SKIN	SIDM00221	MET2B	
ACH-002389	ACN_AUTONOMIC_GANGLIA	SIDM00057		
ACH-002390	MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00009		
ACH-002391	UDSCC2_UPPER_AERODIGESTIVE_TRACT	SIDM00025		
ACH-002392	SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00030		
ACH-002393	CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00070		
ACH-002394	GEO_LARGE_INTESTINE	SIDM00068		
ACH-002395	HUH6CLONE5_LIVER	SIDM01257		
ACH-002396	SARC9371_BONE	SIDM00033		
ACH-002397	KMH2_THYROID	SIDM00619		
ACH-002446	CCLFUPGI0005T_STOMACH			
ACH-002458	HT144_SKIN_FV1_RESISTANT			
ACH-002459	HT144_SKIN_FV3_RESISTANT			
ACH-002460	HT144_SKIN_FV2_RESISTANT			
ACH-002461	RVH421_SKIN_FV1_RESISTANT			
ACH-002475	HAP1_ENGINEERED			
ACH-002485	MAVER1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-002500	Z138_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-002508	WM3211_SKIN			
ACH-002509	WM4235_SKIN			
ACH-002510	M040416_SKIN			
ACH-002511	M140325_SKIN			
		SIDM00004		
	OMM25_EYE			
	WS1_SKIN			
	NCIH2330_LUNG			
	HS578BST_BREAST			
	X5637_URINARY_TRACT			
	X59M_OVARY			
	ALEXANDERCELLS_LIVER			
	X143B_BONE			
	X769P_KIDNEY			
	X786O_KIDNEY			
	X42MGBA_CENTRAL_NERVOUS_SYSTEM			
	X1321N1_CENTRAL_NERVOUS_SYSTEM			
	X8MGBA_CENTRAL_NERVOUS_SYSTEM			
	X22RV1_PROSTATE			
	X8305C_THYROID			
	X8505C_THYROID			
	X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
	X2313287_STOMACH			
	X639V_URINARY_TRACT			
	X647V_URINARY_TRACT			
	MERO14_LUNG			
	MERO25_LUNG			
	MERO41_LUNG			
	MERO48A_LUNG			
	MERO82_LUNG			
	MERO83_LUNG			
	MERO84_LUNG			
	MERO95_LUNG			
	PEDS005TPFAD_KIDNEY			
	PEDS015T_SOFT_TISSUE			
	SW626_OVARY			
	SW954_VULVA			
	TTC466_BONE			
	MET2B			
	SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
	H103_BUCCAL			
	CCLFPEDS0004T_SOFT_TISSUE			
	NHA_HT_DD			
	HNT34			
	SIHA			
	C8166			
	MOLT3_MOLT4			
	COLO201_COLO205			
	CACO2			
	ECC4			
	JRT3T35			
	NTERASCLD1			
	NCIH719			
	NCIH2107			
	NCIH220			
	TERA1			
	MKL1SUBCLONE2			
	BOKU			
	NCIH1522			
	KASUMI3			
	P116			
	H2596			
	WM239A			
	WM902B			
	BC2			
	K19			
	K8			
	OSA80			
	UISOMCC1			
	NCIH1404			
	NCIH1926			
	EW7476			
	NCIH865			
	IOSE364			
	IOSE397			
	IOSE523			
	IOSE7516SV40			
	NCIH735			
	OVCA432			
	UCH1_BONE			
